City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
330,Adelaide,AU,-34.9333,138.6,50.41,67,20,5.99,few clouds
331,Hofn,IS,64.2539,-15.2082,41.25,61,100,17.11,moderate rain
332,Sao Filipe,CV,14.8961,-24.4956,78.8,75,49,6.98,scattered clouds
333,Bridlington,GB,54.0831,-0.1919,69.89,77,100,8.57,overcast clouds
334,Maceio,BR,-9.6658,-35.7353,85.44,70,75,16.11,broken clouds
335,Gravdal,NO,68.1214,13.5031,48.13,79,89,13.96,overcast clouds
336,Vestmannaeyjar,IS,63.4427,-20.2734,41.99,81,90,26.46,overcast clouds
337,Karratha,AU,-20.7377,116.8463,73.27,61,0,17.6,clear sky
338,Del Rio,US,29.3627,-100.8968,71.71,64,1,6.91,clear sky
339,Jalu,LY,29.0331,21.5482,83.71,27,0,11.23,clear sky
340,Vernon,CA,50.2581,-119.2691,57.13,81,86,8.05,overcast clouds
341,Dauriya,RU,49.9333,116.8667,57.92,76,98,15.23,overcast clouds
342,West Odessa,US,31.8424,-102.4988,69.84,47,1,9.22,clear sky
343,Leningradskiy,RU,69.3833,178.4167,19.62,75,100,7.45,overcast clouds
344,Simav,TR,39.0882,28.9777,71.46,31,0,8.01,clear sky
345,Semporna,MY,4.4818,118.6112,77.2,82,100,2.19,overcast clouds
346,Khandyga,RU,62.6667,135.6,38.7,94,100,3.74,light rain
347,Esperance,AU,-33.8667,121.9,53.44,77,100,21.88,overcast clouds
348,Weston-Super-Mare,GB,51.346,-2.9766,70.66,83,75,4.61,broken clouds
349,Hami,CN,42.8,93.45,62.53,15,2,9.15,clear sky
350,Nanortalik,GL,60.1432,-45.2371,39.07,61,0,10.76,clear sky
351,Arkhipo-Osipovka,RU,44.37,38.52,59.13,73,29,10.98,scattered clouds
352,Wenling,CN,28.3669,121.36,72.27,83,85,1.59,light rain
353,Acarau,BR,-2.8856,-40.12,89.71,52,59,20.24,broken clouds
354,Sept-Iles,CA,50.2001,-66.3821,57.72,98,75,3.0,mist
355,Caravelas,BR,-17.7125,-39.2481,79.79,44,0,10.33,clear sky
356,Kralendijk,BQ,12.15,-68.2667,89.58,66,40,13.8,scattered clouds
357,Ust-Nera,RU,64.5667,143.2,38.68,98,100,4.74,light rain
358,Nemuro,JP,43.3236,145.575,52.9,82,0,9.15,clear sky
359,Matara,LK,5.9485,80.5353,79.97,86,77,11.16,broken clouds
360,Maniitsoq,GL,65.4167,-52.9,30.29,49,0,3.29,clear sky
361,Northam,GB,51.0333,-4.2167,68.14,92,100,2.06,overcast clouds
362,Byron Bay,AU,-28.65,153.6167,67.89,74,22,14.92,few clouds
363,Kruisfontein,ZA,-34.0033,24.7314,72.88,50,100,10.92,overcast clouds
364,Tapes,BR,-30.6733,-51.3958,68.07,62,2,1.52,clear sky
365,Atambua,ID,-9.1061,124.8925,73.22,81,98,3.47,overcast clouds
366,Kahului,US,20.8947,-156.47,76.84,72,1,5.75,clear sky
367,Vittoria,IT,36.9537,14.5332,83.75,57,75,8.05,broken clouds
368,Port Keats,AU,-14.25,129.55,75.99,80,6,5.35,clear sky
369,Oktyabrskiy,RU,54.4815,53.471,52.83,46,100,3.89,overcast clouds
370,Boende,CD,-0.2167,20.8667,84.99,58,95,3.0,overcast clouds
371,Vagay,RU,57.9375,69.0217,35.94,76,6,5.3,clear sky
372,Sawang Daen Din,TH,17.4753,103.4575,76.17,99,100,8.63,moderate rain
373,Tacuarembo,UY,-31.7333,-55.9833,65.61,66,38,7.96,scattered clouds
374,Manaus,BR,-3.1019,-60.025,84.69,74,40,4.61,scattered clouds
375,Kananga,CD,-5.8958,22.4178,80.96,45,81,1.86,broken clouds
376,Husavik,IS,66.0449,-17.3389,39.11,94,100,10.13,overcast clouds
377,Eston,CA,51.1501,-108.7514,49.89,41,25,8.34,scattered clouds
378,Inongo,CD,-1.95,18.2667,78.46,66,71,2.44,broken clouds
379,Provideniya,RU,64.3833,-173.3,30.61,83,100,8.75,overcast clouds
380,Sassandra,CI,4.95,-6.0833,79.45,88,60,10.8,moderate rain
381,Nuevo Progreso,MX,23.1667,-97.95,82.6,61,70,4.52,broken clouds
382,Pangody,RU,65.85,74.4859,33.6,77,6,7.92,clear sky
383,Nouadhibou,MR,20.931,-17.0347,80.58,61,0,12.66,clear sky
384,Anchorage,US,61.2181,-149.9003,35.74,92,90,3.0,overcast clouds
385,Asfi,MA,32.2994,-9.2372,73.65,64,0,16.98,clear sky
386,Erzin,TR,36.9559,36.2,84.72,36,0,1.97,clear sky
387,Yarada,IN,17.65,83.2667,83.08,84,100,8.79,overcast clouds
388,Boa Vista,BR,2.8197,-60.6733,87.78,58,40,3.44,scattered clouds
389,Scottsboro,US,34.6723,-86.0341,68.4,57,11,1.32,few clouds
390,Nhulunbuy,AU,-12.2333,136.7667,77.61,78,21,4.61,few clouds
391,Tiznit,MA,29.5833,-9.5,84.72,26,0,10.11,clear sky
392,Charters Towers,AU,-20.1,146.2667,63.05,89,27,9.64,scattered clouds
393,Zdvinsk,RU,54.7021,78.661,37.26,84,94,11.23,overcast clouds
394,Paamiut,GL,61.994,-49.6678,34.02,61,0,22.5,clear sky
395,Shabqadar,PK,34.2139,71.5552,89.82,49,0,5.1,clear sky
396,Finschhafen,PG,-6.6024,147.8681,78.31,82,19,7.49,few clouds
397,Whitianga,NZ,-36.8333,175.7,56.01,93,86,4.85,overcast clouds
398,Xingcheng,CN,40.6167,120.7167,66.06,87,100,3.76,overcast clouds
399,Talcahuano,CL,-36.7167,-73.1167,55.08,76,75,16.11,broken clouds
400,Ambulu,ID,-8.345,113.6058,76.68,90,75,4.92,broken clouds
401,Bandar-E Lengeh,IR,26.5579,54.8807,93.31,62,1,16.11,haze
402,Petrozavodsk,RU,61.7849,34.3469,47.66,93,100,4.47,moderate rain
403,Umm Kaddadah,SD,13.6017,26.6876,85.6,46,100,8.61,overcast clouds
404,San Policarpo,PH,12.1791,125.5072,80.92,81,54,2.13,broken clouds
405,Iquique,CL,-20.2208,-70.1431,60.84,61,1,9.1,clear sky
406,Tarifa,ES,36.0139,-5.607,78.75,68,0,10.29,clear sky
407,Vega De Alatorre,MX,20.0333,-96.6333,80.44,72,44,6.82,scattered clouds
408,Yar-Sale,RU,66.8333,70.8333,35.08,78,14,8.19,few clouds
409,Mahanoro,MG,-19.9,48.8,71.11,81,5,5.84,clear sky
410,Valdivia,CL,-39.8142,-73.2459,53.69,99,100,8.14,overcast clouds
411,Aykhal,RU,66.0,111.5,32.85,82,11,4.05,few clouds
412,Camargo,MX,27.6667,-105.1667,74.23,53,35,4.43,scattered clouds
413,Takab,IR,36.4009,47.1133,62.02,40,0,14.92,clear sky
414,Kavaratti,IN,10.5669,72.642,81.68,80,97,18.52,overcast clouds
415,Kaeng Khoi,TH,14.5862,100.9976,80.17,94,100,5.1,light rain
416,Kushima,JP,31.4583,131.2333,72.12,91,79,6.33,broken clouds
417,Arlit,NE,18.7369,7.3853,103.1,6,2,8.52,clear sky
418,Shache,CN,38.4167,77.2406,74.62,14,0,8.03,clear sky
419,Zhigansk,RU,66.7697,123.3711,35.73,76,100,12.86,overcast clouds
420,Karatau,KZ,43.1667,70.4667,62.58,20,2,4.65,clear sky
421,Ukiah,US,39.1502,-123.2078,60.66,69,40,0.0,scattered clouds
422,Bowen,AU,-20.0167,148.2333,61.02,81,60,7.74,broken clouds
423,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.56,100,90,8.05,overcast clouds
424,Taltal,CL,-25.4,-70.4833,63.68,68,4,6.26,clear sky
425,Antofagasta,CL,-23.65,-70.4,67.21,61,2,10.65,clear sky
426,Illapel,CL,-31.6308,-71.1653,65.39,59,59,2.1,broken clouds
427,Mandalgovi,MN,45.7625,106.2708,51.26,27,17,15.41,few clouds
428,Havoysund,NO,70.9963,24.6622,49.08,79,100,13.38,overcast clouds
429,Hirara,JP,24.8,125.2833,83.57,76,68,14.23,broken clouds
430,Cherskiy,RU,68.75,161.3,29.75,98,100,11.63,light snow
431,Porto Novo,BJ,6.4965,2.6036,85.82,65,90,10.92,overcast clouds
432,Wamba,NG,8.9333,8.6,84.87,63,63,6.4,light rain
433,Harlingen,US,26.1906,-97.6961,83.89,83,1,3.44,clear sky
434,Fasa,IR,28.9383,53.6482,90.64,9,0,11.5,clear sky
435,Broome,US,42.2506,-75.833,65.19,80,1,4.0,clear sky
436,Ossora,RU,59.2353,163.0719,41.86,84,27,6.11,scattered clouds
437,San Quintin,MX,30.4833,-115.95,67.69,81,51,4.16,broken clouds
438,Bengkulu,ID,-3.8004,102.2655,77.7,87,100,2.98,light rain
439,Manhattan,US,40.7834,-73.9662,72.64,61,1,4.61,clear sky
440,Yatou,CN,37.15,122.3833,68.9,90,100,7.0,light rain
441,Faya,SA,18.3851,42.4509,81.12,30,42,6.04,scattered clouds
442,Egvekinot,RU,66.3167,-179.1667,17.73,78,15,3.91,few clouds
443,San Carlos,VE,9.6612,-68.5827,81.16,76,82,3.56,broken clouds
444,North Bend,US,43.4065,-124.2243,55.94,97,90,6.91,mist
445,Kathu,TH,7.9178,98.3332,76.82,79,100,5.73,overcast clouds
446,Labelle,US,26.7617,-81.4384,87.06,69,3,6.44,clear sky
447,Lakhnau,IN,26.85,80.9167,78.78,100,75,5.75,mist
448,Chapais,CA,49.7834,-74.8492,53.38,57,15,10.47,few clouds
449,Kurmanayevka,RU,52.5093,52.0675,56.37,57,73,6.96,broken clouds
450,Plainview,US,40.7765,-73.4673,72.66,70,1,1.01,clear sky
451,Nova Mayachka,UA,46.6,33.2271,61.93,49,92,6.91,overcast clouds
452,Pandan,PH,14.0453,124.1694,81.45,83,96,5.53,overcast clouds
453,Leshukonskoye,RU,64.8989,45.7622,45.75,97,100,7.14,overcast clouds
454,Sioux Lookout,CA,50.1001,-91.917,46.78,87,75,8.05,broken clouds
455,Pontianak,ID,-0.0333,109.3333,75.18,94,75,0.0,broken clouds
456,Angoche,MZ,-16.2325,39.9086,77.2,74,2,10.04,clear sky
457,Doha,QA,25.2867,51.5333,97.11,60,0,6.91,clear sky
458,Abay,KZ,49.6311,72.8539,43.18,26,25,3.09,scattered clouds
459,Carmelo,UY,-33.9892,-58.2856,66.2,61,0,7.58,clear sky
460,Mbandaka,CD,0.0487,18.2603,78.26,76,97,7.99,moderate rain
461,Dire,ML,12.2833,-10.9667,89.87,58,26,2.71,scattered clouds
462,Cabedelo,BR,-6.9811,-34.8339,83.07,70,52,15.43,broken clouds
463,Camacha,PT,33.0833,-16.3333,74.16,60,20,6.91,few clouds
464,Mlonggo,ID,-6.5333,110.7,77.52,79,34,4.41,scattered clouds
465,Porteirinha,BR,-15.7433,-43.0283,90.32,27,0,4.99,clear sky
466,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,70,100,15.52,overcast clouds
467,Ambatofinandrahana,MG,-20.55,46.8,63.0,68,47,11.77,scattered clouds
468,Obregon,NI,11.9566,-85.9636,82.49,76,74,9.51,broken clouds
469,Nazilli,TR,37.9163,28.3223,83.89,22,0,6.87,clear sky
470,Ust-Kuyga,RU,70.0167,135.6,31.05,96,100,6.64,light snow
471,Alingsas,SE,57.9303,12.5335,62.74,62,2,6.62,clear sky
472,Waw,SS,7.7029,27.9953,75.6,85,100,2.28,light rain
473,Tiarei,PF,-17.5333,-149.3333,75.22,76,4,8.48,clear sky
474,Requena,ES,39.4883,-1.1004,77.52,53,37,8.72,scattered clouds
475,Komatipoort,ZA,-25.4332,31.9548,91.06,23,0,6.87,clear sky
476,Mortka,RU,59.3322,66.0214,36.7,79,7,6.46,clear sky
477,Talaya,RU,61.3833,152.75,33.1,87,100,2.08,overcast clouds
478,Santiago Del Estero,AR,-27.7951,-64.2615,75.81,24,0,14.38,clear sky
479,Ugoofaaru,MV,5.6667,73.0,82.63,81,98,21.39,overcast clouds
480,Tahta,EG,26.7693,31.5021,88.2,18,0,14.5,clear sky
481,Grand Gaube,MU,-20.0064,57.6608,72.37,70,7,5.01,clear sky
482,Prince Rupert,CA,54.3161,-130.3201,49.69,98,90,3.44,mist
483,Goregaon,IN,18.1667,73.3,76.14,92,47,0.81,scattered clouds
484,Ordu,TR,40.9086,37.6845,50.5,91,91,5.61,light rain
485,Dicabisagan,PH,17.0818,122.4157,79.07,88,15,6.02,few clouds
486,Garoua Boulai,CM,5.8833,14.55,74.01,83,97,3.13,light rain
487,Coolum Beach,AU,-26.5333,153.1,64.11,82,100,8.95,overcast clouds
488,Shimoda,JP,34.6667,138.95,68.11,81,100,15.68,overcast clouds
489,Kanigiri,IN,15.4,79.5167,88.18,57,100,3.94,heavy intensity rain
490,Bonavista,CA,48.6499,-53.1147,55.4,62,83,8.57,broken clouds
491,Loma Bonita,PA,8.3833,-80.1667,85.78,70,40,2.3,scattered clouds
492,Atherton,GB,53.5237,-2.4935,73.27,77,93,3.0,overcast clouds
493,Jiangyou,CN,31.7667,104.7167,72.9,94,100,3.71,light rain
494,Bousso,TD,10.4795,16.7117,91.0,48,16,2.53,few clouds
495,Vieques,PR,18.425,-65.8329,93.24,58,40,0.0,scattered clouds
496,Luena,AO,-11.7833,19.9167,89.78,43,40,9.22,scattered clouds
497,Berlevag,NO,70.8578,29.0864,48.2,82,100,8.79,overcast clouds
498,Laguna,US,38.421,-121.4238,75.22,83,1,4.61,smoke
499,Rumuruti,KE,0.267,36.5389,68.79,50,96,12.5,overcast clouds
500,Waiouru,NZ,-39.4833,175.6667,47.12,87,100,7.34,overcast clouds
501,Yablonovo,RU,50.8523,37.3574,53.46,67,100,7.96,overcast clouds
502,Sidhi,IN,24.4167,81.8833,81.9,76,70,2.86,broken clouds
503,Pengcheng,CN,36.4311,114.17,61.34,96,100,10.04,moderate rain
504,Shar,KZ,49.5886,81.0453,44.92,39,1,6.82,clear sky
505,Teguise,ES,29.0605,-13.564,71.82,73,20,21.85,few clouds
506,Thohoyandou,ZA,-22.9456,30.485,84.04,20,0,8.14,clear sky
507,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,100,20,6.71,few clouds
508,Lodja,CD,-3.4833,23.4333,88.16,44,46,3.8,scattered clouds
509,Ibimirim,BR,-8.5406,-37.6903,92.3,31,42,16.28,scattered clouds
510,Ardakan,IR,32.31,54.0175,97.18,9,0,3.87,clear sky
511,Balabac,PH,7.9868,117.0645,82.24,75,100,3.29,overcast clouds
512,Ormara,PK,25.2088,64.6357,82.08,80,25,11.41,scattered clouds
513,Basoko,CD,1.2391,23.616,81.03,65,95,2.57,overcast clouds
514,Henties Bay,NA,-22.116,14.2845,59.86,76,6,12.97,clear sky
515,Yei,SS,4.095,30.6779,71.2,90,93,3.0,light rain
516,Kashi,CN,39.4547,75.9797,76.21,17,0,4.47,clear sky
517,Itarema,BR,-2.9248,-39.9167,89.4,51,61,20.45,broken clouds
518,Fairbanks,US,64.8378,-147.7164,31.1,94,90,0.0,light snow
519,Phonhong,LA,18.5007,102.4166,74.55,94,100,0.34,overcast clouds
520,Shahr-E Babak,IR,30.1165,55.1186,80.06,11,0,6.2,clear sky
521,Ravar,IR,31.2656,56.8055,84.16,8,0,2.3,clear sky
522,Shakawe,BW,-18.3667,21.85,95.54,7,0,10.38,clear sky
523,Srednekolymsk,RU,67.45,153.6833,31.15,92,99,12.86,light snow
524,Vanavara,RU,60.34,102.2797,29.34,78,7,3.71,clear sky
525,Sakakah,SA,29.9697,40.2064,92.77,23,0,9.08,clear sky
526,Korla,CN,41.7597,86.1469,67.82,26,0,3.78,clear sky
527,Mackenzie,CA,55.2999,-123.1698,44.82,93,40,5.75,scattered clouds
528,Awbari,LY,26.5921,12.7805,95.0,19,0,17.0,clear sky
529,Sayyan,YE,15.1718,44.3244,70.39,15,100,13.47,overcast clouds
530,Te Anau,NZ,-45.4167,167.7167,34.68,92,86,2.08,light rain
531,Dukat,RU,62.55,155.55,35.04,68,100,3.49,overcast clouds
532,Tucuman,AR,-26.8241,-65.2226,75.2,35,0,4.61,smoke
533,Fountain Hills,US,33.6117,-111.7174,75.27,57,75,4.61,broken clouds
534,Casambalangan,PH,18.3765,122.1274,81.32,85,90,6.53,overcast clouds
535,Fort Nelson,CA,58.8053,-122.7002,31.59,93,75,4.61,broken clouds
536,Alihe,CN,50.5667,123.7167,52.23,97,100,2.93,overcast clouds
537,Zaragoza,ES,41.6561,-0.8773,81.12,58,40,1.01,scattered clouds
538,Souillac,MU,-20.5167,57.5167,72.36,78,40,13.8,light rain
539,Port Hueneme,US,34.1478,-119.1951,72.63,87,90,0.0,mist
540,Saint-Augustin,CA,51.226,-58.6502,50.34,88,100,9.26,overcast clouds
541,Monkey Bay,MW,-14.0728,34.9201,79.27,59,80,10.18,broken clouds
542,Nome,US,64.5011,-165.4064,42.87,76,90,13.8,overcast clouds
543,Kismayo,SO,-0.3582,42.5454,78.33,79,38,14.45,scattered clouds
544,Mana,GF,5.6592,-53.7767,87.89,62,27,7.47,scattered clouds
545,Coaticook,CA,45.1334,-71.7991,66.29,61,39,1.59,scattered clouds
546,Vila,PT,42.0304,-8.1588,61.32,89,93,7.07,overcast clouds
547,Minas,UY,-34.3759,-55.2377,63.07,65,44,8.34,scattered clouds
548,Nyimba,ZM,-14.5566,30.8149,91.4,15,11,8.34,few clouds
549,Klaksvik,FO,62.2266,-6.589,54.52,97,100,22.7,overcast clouds
550,Gasa,PS,31.5,34.4667,82.38,49,0,18.41,clear sky
551,Severodvinsk,RU,64.5635,39.8302,51.91,86,97,10.16,overcast clouds
552,Axim,GH,4.8699,-2.2405,81.05,74,87,9.24,light rain
553,Tahe,CN,52.3333,124.7333,52.63,94,84,2.35,broken clouds
554,Seoul,KR,37.5683,126.9778,69.37,83,0,4.61,clear sky
555,Sabang,ID,5.8933,95.3214,83.25,75,92,16.13,overcast clouds
556,Muyezerskiy,RU,63.9333,31.65,43.68,98,100,5.3,light rain
557,Yinchuan,CN,38.4681,106.2731,68.27,66,76,6.35,broken clouds
558,Khasan,RU,42.4308,130.6434,64.09,87,100,6.73,light rain
559,Laizhou,CN,37.1717,119.9214,68.04,88,100,8.63,light rain
560,Terney,RU,45.0503,136.6092,55.33,78,100,3.76,overcast clouds
561,Barra Patuca,HN,15.8,-84.2833,84.04,74,54,5.14,broken clouds
562,Port Hardy,CA,50.6996,-127.4199,51.98,93,75,0.0,light rain
563,Shihezi,CN,44.3,86.0333,55.72,30,53,8.75,broken clouds
564,Viytivka,UA,48.426,29.5429,62.4,59,56,11.12,broken clouds
565,Rawson,AR,-43.3002,-65.1023,76.41,28,21,23.82,few clouds
566,Sangmelima,CM,2.9333,11.9833,71.22,82,100,1.32,overcast clouds
567,Lakatoro,VU,-16.0999,167.4164,76.01,87,62,9.15,broken clouds
568,Morwell,AU,-38.2333,146.4,41.4,92,80,0.96,broken clouds
569,Pauini,BR,-7.7136,-66.9764,93.99,43,23,3.0,few clouds
570,Trincomalee,LK,8.5711,81.2335,82.08,76,26,13.29,scattered clouds
571,Lafiagi,NG,8.8667,5.4167,89.62,57,71,4.27,broken clouds
572,Rawicz,PL,51.6095,16.8585,71.92,67,71,1.01,broken clouds
573,Batemans Bay,AU,-35.7167,150.1833,49.91,88,99,4.41,light rain
574,Kristinehamn,SE,59.3098,14.1081,66.04,58,1,5.64,clear sky
575,Isangel,VU,-19.55,169.2667,68.41,82,82,8.72,broken clouds
576,Samarai,PG,-10.6167,150.6667,78.49,87,19,15.05,moderate rain
577,Stege,DK,54.987,12.2846,67.08,72,100,11.86,overcast clouds
578,Aginskoye,RU,51.1,114.53,57.49,80,100,19.26,overcast clouds
579,Myanaung,MM,18.2833,95.3167,76.59,92,100,3.4,light rain
580,Zhangye,CN,38.9342,100.4517,65.35,32,100,9.8,overcast clouds
581,Bonthe,SL,7.5264,-12.505,81.23,74,100,6.87,overcast clouds
582,Wakema,MM,16.6,95.1833,77.0,91,100,5.14,overcast clouds
583,Sidvokodvo,SZ,-26.6282,31.4202,87.46,26,4,9.95,clear sky
584,Alofi,NU,-19.0595,-169.9187,69.69,68,22,8.05,few clouds
585,Nanakuli,US,21.3906,-158.1547,73.71,83,90,8.05,overcast clouds
586,Liverpool,GB,53.4106,-2.9779,73.78,75,40,1.01,scattered clouds
587,Dzerzhinsk,RU,56.2389,43.4631,55.22,62,40,4.47,scattered clouds
588,Nefteyugansk,RU,61.0998,72.6035,37.65,61,96,12.93,overcast clouds
589,Along,IN,28.1667,94.7667,73.71,97,23,1.7,few clouds
590,Boddam,GB,57.4667,-1.7833,67.42,91,100,13.82,overcast clouds
591,Fagernes,NO,60.9858,9.2324,55.9,47,60,3.98,broken clouds
592,Orito,CO,0.6766,-76.8771,71.19,63,98,2.15,light rain
593,Biak,ID,-0.9131,122.8766,75.43,85,99,6.51,overcast clouds
594,Nikki,BJ,9.9401,3.2108,86.97,59,68,6.08,broken clouds
595,Mbaiki,CF,3.8678,17.9892,74.48,84,100,1.92,overcast clouds
596,Fayaoue,NC,-20.65,166.5333,70.66,70,97,13.82,overcast clouds
597,Samarinda,ID,-0.5,117.15,74.86,95,100,1.88,overcast clouds
598,Ituverava,BR,-20.3394,-47.7806,98.83,16,0,4.18,clear sky
599,Linhares,BR,-19.3911,-40.0722,78.08,45,98,6.33,overcast clouds
600,Tommot,RU,58.9564,126.2925,33.93,92,98,1.45,overcast clouds
601,Whitehorse,CA,60.7161,-135.0538,35.02,82,75,5.99,broken clouds
602,Oussouye,SN,12.485,-16.5469,91.58,61,96,4.25,overcast clouds
603,Lensk,RU,60.7253,114.9278,39.34,84,100,10.6,overcast clouds
604,Dustlik,UZ,40.5247,68.0358,73.8,13,0,6.89,clear sky
605,Koumac,NC,-20.5667,164.2833,67.8,77,20,3.09,few clouds
606,Manono,CD,-7.3,27.4167,94.41,23,23,5.93,few clouds
607,Rio Grande,BR,-32.035,-52.0986,68.11,81,93,9.55,overcast clouds
608,Nizhnevartovsk,RU,60.9344,76.5531,37.42,75,90,11.18,overcast clouds
609,Puerto Colombia,CO,10.9878,-74.9547,86.09,74,56,9.08,broken clouds
610,Nantucket,US,41.2835,-70.0995,70.09,94,52,5.95,broken clouds
611,Namibe,AO,-15.1961,12.1522,69.24,76,21,14.38,few clouds
612,Coihaique,CL,-45.5752,-72.0662,56.01,66,90,8.05,light intensity shower rain
613,Gazanjyk,TM,39.2446,55.5154,79.9,38,0,7.61,clear sky
614,Mineiros,BR,-17.5694,-52.5511,98.67,17,0,5.21,clear sky
615,Sidney,AU,-33.8679,151.2073,55.36,79,100,3.0,light rain
616,Finnsnes,NO,69.2296,17.9811,48.81,96,100,5.73,overcast clouds
617,Benguela,AO,-12.5763,13.4055,75.6,73,35,11.36,scattered clouds
618,Gigmoto,PH,13.7796,124.39,80.92,85,91,4.14,overcast clouds
619,Xuddur,SO,4.1213,43.8894,85.64,39,100,17.98,overcast clouds
620,Longhua,CN,23.6137,114.1919,79.2,81,61,2.73,light rain
621,Le Gosier,GP,16.2069,-61.4933,87.51,70,75,10.36,broken clouds
622,Tortoli,IT,39.9256,9.6572,82.22,78,40,8.05,scattered clouds
623,Margate,GB,51.3813,1.3862,71.96,86,99,8.3,overcast clouds
624,Manicore,BR,-5.8092,-61.3003,87.93,56,100,4.61,overcast clouds
625,Tulare,US,36.2666,-118.8009,54.91,23,0,2.35,clear sky
626,Synya,RU,65.3718,58.0387,40.03,85,98,4.81,overcast clouds
627,Ambunti,PG,-4.2365,142.8448,74.64,96,65,2.46,broken clouds
628,Urambo,TZ,-5.0667,32.05,87.98,21,92,2.13,overcast clouds
629,Atasu,KZ,48.6814,71.6433,52.97,17,3,5.95,clear sky
630,Necochea,AR,-38.5473,-58.7368,60.04,64,0,17.65,clear sky
631,Grand Island,US,40.925,-98.342,56.98,68,1,9.22,clear sky
632,Gornyy,RU,55.1153,83.9059,37.8,98,100,3.33,light rain
633,Kedrovyy,RU,56.1667,91.8167,36.01,91,100,5.37,overcast clouds
634,Martapura,ID,-3.4167,114.85,78.89,94,40,3.44,scattered clouds
635,Warrnambool,AU,-38.3833,142.4833,44.82,63,61,4.72,broken clouds
636,Xiongyue,CN,40.1774,122.1228,65.17,88,100,4.0,overcast clouds
637,Las Vegas,US,36.175,-115.1372,78.67,32,1,6.91,clear sky
638,Acapulco,MX,16.8634,-99.8901,81.23,81,100,3.2,overcast clouds
639,Juegang,CN,32.3174,121.1855,76.91,85,62,9.84,broken clouds
640,Ina,JP,35.8276,137.9538,66.13,81,100,2.84,overcast clouds
641,Gizo,SB,-8.103,156.8419,81.34,80,16,6.04,light rain
642,Tabora,TZ,-5.0167,32.8,87.85,20,54,7.23,broken clouds
643,Bandundu,CD,-3.3167,17.3667,95.22,31,19,4.74,few clouds
644,Singaraja,ID,-8.112,115.0882,79.97,84,75,4.56,broken clouds
645,Kang,BW,-23.6752,22.7876,91.83,10,2,6.87,clear sky
646,Semey,KZ,50.4111,80.2275,39.42,60,0,4.47,clear sky
647,Tignere,CM,7.3667,12.65,74.97,70,92,3.33,light rain
648,Pokrovskoye,RU,47.4157,38.8971,59.81,55,92,8.59,overcast clouds
649,Filingue,NE,14.3521,3.3168,101.03,19,2,6.58,clear sky
650,Bafq,IR,31.6128,55.4107,90.82,9,0,5.03,clear sky
651,Sawtell,AU,-30.3833,153.1,60.82,77,90,9.22,overcast clouds
652,Ginda,IN,30.6945,78.4932,63.0,90,0,3.56,clear sky
653,Hearst,CA,49.6835,-83.6665,46.65,97,100,10.27,overcast clouds
654,Solana Beach,US,32.9912,-117.2711,70.23,89,40,1.01,mist
655,Gilbues,BR,-9.8317,-45.3439,95.34,27,6,9.33,clear sky
656,Creel,MX,27.75,-107.6333,59.94,69,100,3.31,overcast clouds
657,Dalnegorsk,RU,44.5604,135.5701,51.82,78,100,3.06,overcast clouds
658,Izhma,RU,65.0083,53.9113,47.46,77,100,13.06,overcast clouds
659,Daru,PG,-9.0763,143.2092,76.89,93,99,14.29,overcast clouds
660,Verkhoyansk,RU,67.5447,133.385,35.82,72,100,3.15,overcast clouds
661,Progreso,MX,21.2833,-89.6667,82.11,68,13,4.07,few clouds
662,Bara,NG,10.3744,10.7288,90.93,43,33,2.73,scattered clouds
