City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,Colac,AU,2021-09-22 21:20:50,-38.3333,143.5833,50.63,94,30,10.11
269,Umm Kaddadah,SD,2021-09-22 21:20:51,13.6017,26.6876,89.91,36,10,8.55
270,Lebu,CL,2021-09-22 21:20:52,-37.6167,-73.65,53.67,63,55,5.91
271,Isabela,PH,2021-09-22 21:20:52,6.7085,121.9711,75.25,89,91,5.23
272,Moree,AU,2021-09-22 21:20:53,-29.4667,149.85,46.42,76,0,5.75
273,Itatinga,BR,2021-09-22 21:20:53,-23.1017,-48.6158,59.31,70,15,13.94
274,Amapa,BR,2021-09-22 21:20:53,1.0,-52.0,72.5,97,100,3.6
275,Honiara,SB,2021-09-22 21:18:46,-9.4333,159.95,80.26,79,33,2.93
276,Kyzyl,RU,2021-09-22 21:20:54,51.7,94.45,40.39,40,100,2.04
277,Verkhnyaya Inta,RU,2021-09-22 21:20:55,65.9811,60.3094,34.74,91,16,5.23
278,Birao,CF,2021-09-22 21:20:55,10.2849,22.7882,71.01,91,97,4.25
279,Kasempa,ZM,2021-09-22 21:20:56,-13.4584,25.8338,74.71,27,11,11.23
280,Ponta Delgada,PT,2021-09-22 21:16:54,37.7333,-25.6667,68.72,77,20,6.91
281,Waddan,LY,2021-09-22 21:20:59,29.1614,16.139,87.66,14,0,8.68
282,Coquimbo,CL,2021-09-22 21:21:00,-29.9533,-71.3436,60.53,55,0,11.5
283,Bambanglipuro,ID,2021-09-22 21:21:05,-7.95,110.2833,76.41,86,97,5.55
284,Sao Gabriel Da Cachoeira,BR,2021-09-22 21:21:07,-0.1303,-67.0892,84.99,69,92,2.51
285,Lata,PT,2021-09-22 21:21:08,40.1629,-8.3327,65.91,79,100,3.67
286,Collierville,US,2021-09-22 21:21:09,35.042,-89.6645,77.76,43,40,12.66
287,Cherskiy,RU,2021-09-22 21:21:09,68.75,161.3,31.3,57,100,5.55
288,Cap-Aux-Meules,CA,2021-09-22 21:21:10,47.3821,-61.8597,68.05,73,75,13.8
289,Nanortalik,GL,2021-09-22 21:21:10,60.1432,-45.2371,43.36,92,100,10.63
290,Vitim,RU,2021-09-22 21:21:10,59.4511,112.5578,33.69,92,71,2.15
291,Mezen,RU,2021-09-22 21:21:11,65.8522,44.24,34.56,85,0,5.57
292,Cairns,AU,2021-09-22 21:21:11,-16.9167,145.7667,68.11,63,75,11.5
293,Sri Aman,MY,2021-09-22 21:21:12,1.2376,111.4621,75.25,100,100,0.0
294,Richards Bay,ZA,2021-09-22 21:21:12,-28.783,32.0377,59.59,75,0,6.4
295,Fort Nelson,CA,2021-09-22 21:21:13,58.8053,-122.7002,47.79,46,90,19.57
296,Bereda,ES,2021-09-22 21:21:13,43.2686,-7.5406,59.92,99,13,5.57
297,Mwinilunga,ZM,2021-09-22 21:21:14,-11.7358,24.4293,75.74,22,24,10.2
298,Molteno,ZA,2021-09-22 21:21:14,-31.3968,26.3625,55.67,38,0,6.98
299,Solikamsk,RU,2021-09-22 21:21:15,59.6196,56.7729,36.72,84,39,2.53
300,Kurchum,KZ,2021-09-22 21:21:15,48.5722,83.6542,40.93,43,100,3.78
301,Auki,SB,2021-09-22 21:21:15,-8.7676,160.7034,80.51,75,87,3.2
302,Shingu,JP,2021-09-22 21:21:16,33.7333,135.9833,71.91,86,2,6.42
303,Port Elizabeth,ZA,2021-09-22 21:20:10,-33.918,25.5701,61.09,88,40,13.8
304,Khatanga,RU,2021-09-22 21:21:16,71.9667,102.5,33.58,98,100,9.04
305,Broome,US,2021-09-22 21:21:17,42.2506,-75.833,74.19,79,75,1.99
306,Dudinka,RU,2021-09-22 21:21:17,69.4058,86.1778,30.78,85,97,17.27
307,Salalah,OM,2021-09-22 21:21:17,17.0151,54.0924,82.49,83,20,4.61
308,Yinchuan,CN,2021-09-22 21:21:18,38.4681,106.2731,63.88,54,99,1.52
309,Vuktyl,RU,2021-09-22 21:21:18,63.8567,57.3094,38.52,97,77,2.39
310,Macon,US,2021-09-22 21:21:18,39.8667,-88.9668,70.75,42,75,17.27
311,Hasaki,JP,2021-09-22 21:21:19,35.7333,140.8333,77.4,82,100,14.54
312,San Angelo,US,2021-09-22 21:16:23,31.4638,-100.437,84.43,22,1,3.0
313,Mount Isa,AU,2021-09-22 21:21:20,-20.7333,139.5,58.77,20,0,6.91
314,Lorengau,PG,2021-09-22 21:21:20,-2.0226,147.2712,80.82,79,95,6.17
315,Bada,RU,2021-09-22 21:21:20,51.392,109.8717,39.36,99,100,4.92
316,Arraial Do Cabo,BR,2021-09-22 21:21:21,-22.9661,-42.0278,67.96,68,40,9.22
317,Luderitz,NA,2021-09-22 21:21:21,-26.6481,15.1594,62.13,56,0,3.29
318,Touros,BR,2021-09-22 21:21:21,-5.1989,-35.4608,81.5,81,40,9.22
319,Lethem,GY,2021-09-22 21:21:22,3.3803,-59.7968,86.74,62,98,3.8
320,Macomb,US,2021-09-22 21:21:22,40.4592,-90.6718,69.89,37,40,19.57
321,Gogapur,IN,2021-09-22 21:21:23,23.55,75.5167,73.29,94,96,5.23
322,Bengkulu,ID,2021-09-22 21:21:23,-3.8004,102.2655,74.77,92,97,4.7
323,Guerrero Negro,MX,2021-09-22 21:21:24,27.9769,-114.0611,86.63,49,90,8.46
324,Cam Ranh,VN,2021-09-22 21:21:24,11.9214,109.1591,76.96,94,40,2.3
325,Murray Bridge,AU,2021-09-22 21:17:35,-35.1167,139.2667,54.46,94,0,4.79
326,Ngunguru,NZ,2021-09-22 21:21:25,-35.6167,174.5,60.17,93,100,15.3
327,Andenes,NO,2021-09-22 21:21:25,69.3143,16.1194,49.98,71,40,24.16
328,Tual,ID,2021-09-22 21:21:26,-5.6667,132.75,79.43,76,57,20.07
329,Piacabucu,BR,2021-09-22 21:21:26,-10.4056,-36.4344,77.5,86,3,13.85
330,Peniche,PT,2021-09-22 21:21:27,39.3558,-9.3811,71.1,59,32,15.03
331,Amudalavalasa,IN,2021-09-22 21:21:27,18.4167,83.9,78.76,90,95,0.96
332,Pak Phanang,TH,2021-09-22 21:21:27,8.3511,100.202,78.64,82,100,5.35
333,Namatanai,PG,2021-09-22 21:21:28,-3.6667,152.4333,79.18,82,100,6.64
334,Snezhnogorsk,RU,2021-09-22 21:21:28,69.1933,33.2531,38.98,64,100,24.87
335,Gold Coast,AU,2021-09-22 21:21:29,-28.0,153.4333,60.87,73,0,1.99
336,Guru Har Sahai,IN,2021-09-22 21:21:29,30.7167,74.4167,76.46,85,0,6.08
337,Shelburne,CA,2021-09-22 21:21:29,44.0787,-80.2041,53.49,98,100,18.57
338,Harper,LR,2021-09-22 21:21:30,4.375,-7.7169,77.86,86,62,5.91
339,Chara,RU,2021-09-22 21:21:30,56.9064,118.2631,39.38,91,100,3.13
340,San Carlos De Bariloche,AR,2021-09-22 21:20:30,-41.1456,-71.3082,46.51,67,85,10.63
341,Tromso,NO,2021-09-22 21:21:31,69.6496,18.957,51.82,62,75,25.32
342,Shymkent,KZ,2021-09-22 21:21:31,42.3,69.6,55.99,30,0,8.95
343,Carlagan,PH,2021-09-22 21:21:31,14.975,122.0456,80.2,80,99,3.22
344,Buchanan,LR,2021-09-22 21:21:32,5.8808,-10.0467,78.08,85,97,6.67
345,Kahului,US,2021-09-22 21:18:43,20.8947,-156.47,88.86,55,20,17.27
346,Nardaran,AZ,2021-09-22 21:21:32,40.5561,50.0056,69.44,94,75,4.61
347,Oranjestad,AW,2021-09-22 21:21:32,12.524,-70.027,89.55,66,20,19.57
348,Kieta,PG,2021-09-22 21:21:33,-6.2167,155.6333,80.01,80,68,3.85
349,Kilrush,IE,2021-09-22 21:21:33,52.6397,-9.4833,60.55,94,91,15.08
350,Cap Malheureux,MU,2021-09-22 21:21:33,-19.9842,57.6142,70.47,70,21,5.01
351,Boyolangu,ID,2021-09-22 21:21:34,-8.1181,111.8935,73.85,95,97,1.39
352,Waterloo,CA,2021-09-22 21:17:10,43.4668,-80.5164,56.08,100,90,11.5
353,Chabahar,IR,2021-09-22 21:21:35,25.2919,60.643,83.34,84,38,4.16
354,Marystown,CA,2021-09-22 21:21:35,47.1666,-55.1483,60.19,80,75,17.27
355,Sechura,PE,2021-09-22 21:21:35,-5.5569,-80.8222,76.57,58,36,15.9
356,Rognan,NO,2021-09-22 21:21:36,67.0953,15.3878,53.76,67,100,9.13
357,Wyndham,US,2021-09-22 21:21:36,37.6985,-77.6125,74.62,91,75,1.99
358,Valls,ES,2021-09-22 21:21:37,41.2861,1.2499,69.03,63,20,6.91
359,Saint-Augustin,CA,2021-09-22 21:21:37,51.226,-58.6502,63.54,72,66,15.99
360,Vikhorevka,RU,2021-09-22 21:21:37,56.1201,101.1636,33.39,91,100,1.99
361,Manzanillo,CU,2021-09-22 21:21:38,20.3433,-77.1167,87.03,65,64,8.01
362,Faanui,PF,2021-09-22 21:21:38,-16.4833,-151.75,78.06,69,0,8.05
363,Collie,AU,2021-09-22 21:21:39,-33.3667,116.15,46.65,98,21,4.54
364,Asau,RO,2021-09-22 21:21:39,46.4333,26.4,48.76,89,100,0.43
365,Faya,SA,2021-09-22 21:21:41,18.3851,42.4509,66.31,27,29,2.17
366,Arlit,NE,2021-09-22 21:21:41,18.7369,7.3853,95.58,11,23,7.76
367,Lompoc,US,2021-09-22 21:21:42,34.6391,-120.4579,91.54,74,1,10.36
368,Svetlaya,RU,2021-09-22 21:21:42,46.5389,138.3297,52.65,90,100,19.17
369,Maxixe,MZ,2021-09-22 21:21:42,-23.8597,35.3472,65.97,74,70,8.57
370,Bataipora,BR,2021-09-22 21:21:43,-22.2953,-53.2711,86.68,31,98,8.52
371,Uyemskiy,RU,2021-09-22 21:21:43,64.4743,40.8524,30.25,93,0,0.0
372,Katobu,ID,2021-09-22 21:21:44,-4.9408,122.5276,72.79,95,85,4.18
373,Providencia,MX,2021-09-22 21:21:19,28.7167,-111.5833,94.6,49,100,4.76
374,Bathsheba,BB,2021-09-22 21:21:44,13.2167,-59.5167,86.61,66,20,11.5
375,Inuvik,CA,2021-09-22 21:21:45,68.3499,-133.7218,38.16,69,75,11.5
376,Nishihara,JP,2021-09-22 21:21:46,26.1842,127.7558,81.68,90,20,0.0
377,Poya,NC,2021-09-22 21:21:46,-21.35,165.15,68.4,69,70,4.85
378,Rawson,AR,2021-09-22 21:20:38,-43.3002,-65.1023,71.37,27,40,12.01
379,East Stroudsburg,US,2021-09-22 21:21:46,40.9995,-75.1813,80.22,78,98,11.18
380,Baherden,TM,2021-09-22 21:21:47,38.4362,57.4316,71.82,18,0,7.83
381,Abu Samrah,SY,2021-09-22 21:21:47,35.3029,37.1841,72.03,74,0,7.61
382,Ostrovnoy,RU,2021-09-22 21:21:47,68.0531,39.5131,39.34,79,100,23.98
383,Quang Ngai,VN,2021-09-22 21:21:48,15.1167,108.8,76.8,86,100,3.44
384,Krasnoselkup,RU,2021-09-22 21:21:48,65.7,82.4667,33.91,78,100,15.43
385,Gat,IL,2021-09-22 21:19:02,31.61,34.7642,79.48,100,3,6.98
386,Igarka,RU,2021-09-22 21:21:49,67.4667,86.5833,32.25,90,100,11.7
387,Margate,GB,2021-09-22 21:21:49,51.3813,1.3862,59.92,79,37,1.99
388,Lisala,CD,2021-09-22 21:21:50,2.15,21.5167,69.98,99,100,4.25
389,Erenhot,CN,2021-09-22 21:21:51,43.6475,111.9767,65.32,33,100,6.4
390,Caravelas,BR,2021-09-22 21:21:51,-17.7125,-39.2481,73.13,66,99,16.67
391,Tura,IN,2021-09-22 21:21:51,25.5198,90.2201,72.39,94,79,2.46
392,Bismarck,US,2021-09-22 21:18:01,46.8083,-100.7837,83.88,25,1,12.66
393,Abomsa,ET,2021-09-22 21:21:52,9.9833,39.9833,70.77,63,57,3.71
394,Buncrana,IE,2021-09-22 21:21:52,55.1333,-7.45,54.54,94,97,10.85
395,Khuzhir,RU,2021-09-22 21:21:53,53.1939,107.3397,46.99,63,100,5.08
396,Cedar City,US,2021-09-22 21:20:23,37.6775,-113.0619,81.57,12,1,10.4
397,Sydney Mines,CA,2021-09-22 21:21:53,46.2367,-60.2177,72.81,64,20,3.0
398,Zorritos,PE,2021-09-22 21:21:53,-3.6805,-80.6782,79.09,74,53,10.22
399,Aasiaat,GL,2021-09-22 21:21:54,68.7098,-52.8699,19.09,91,54,7.72
400,Sorochinsk,RU,2021-09-22 21:21:54,52.4338,53.1583,51.49,61,100,8.34
401,Yamada,JP,2021-09-22 21:21:55,39.4667,141.95,67.19,91,100,4.07
402,Lerwick,GB,2021-09-22 21:17:20,60.1545,-1.1494,51.8,81,100,23.4
403,Westlock,CA,2021-09-22 21:21:55,54.1502,-113.8688,69.12,41,97,13.49
404,Beringovskiy,RU,2021-09-22 21:21:55,63.05,179.3167,36.34,66,100,7.56
405,Brooks,CA,2021-09-22 21:20:43,50.5834,-111.8851,79.43,20,10,20.71
406,Karema,TZ,2021-09-22 21:21:56,-6.8205,30.4389,81.81,43,68,2.21
407,Mangrol,IN,2021-09-22 21:21:56,21.1167,70.1167,80.82,79,97,11.68
408,Kushiro,JP,2021-09-22 21:17:22,42.975,144.3747,62.67,97,100,7.52
409,Poronaysk,RU,2021-09-22 21:21:57,49.2167,143.1167,47.84,89,100,11.81
410,Beberibe,BR,2021-09-22 21:21:57,-4.1797,-38.1306,80.64,82,73,8.12
411,Pevek,RU,2021-09-22 21:21:58,69.7008,170.3133,28.29,63,100,7.14
412,Sakakah,SA,2021-09-22 21:21:58,29.9697,40.2064,87.37,16,0,9.24
413,Cay,TR,2021-09-22 21:21:58,38.5917,31.0286,55.2,65,15,3.71
414,Harrai,IN,2021-09-22 21:21:59,22.6167,79.2167,72.63,91,6,2.82
415,Normandin,CA,2021-09-22 21:21:59,48.8333,-72.5321,50.31,93,100,11.5
416,Mabaruma,GY,2021-09-22 21:21:59,8.2,-59.7833,83.35,68,72,5.7
417,Darab,IR,2021-09-22 21:22:00,28.7519,54.5444,78.3,25,0,5.19
418,Pisco,PE,2021-09-22 21:22:00,-13.7,-76.2167,67.01,72,0,18.41
419,Misilmeri,IT,2021-09-22 21:22:01,38.0339,13.4518,75.51,74,37,1.99
420,Labuhan,ID,2021-09-22 21:22:01,-6.8844,112.2051,78.73,80,90,8.14
421,Hauterive,FR,2021-09-22 21:22:02,46.0901,3.4459,54.36,89,24,1.97
422,Cherdakly,RU,2021-09-22 21:22:03,54.3594,48.845,48.15,87,0,13.42
423,Upernavik,GL,2021-09-22 21:22:03,72.7868,-56.1549,22.69,59,93,4.76
424,Ouadda,CF,2021-09-22 21:22:06,8.0777,22.4007,67.91,98,100,3.56
425,Conceicao Do Araguaia,BR,2021-09-22 21:22:07,-8.2578,-49.2647,98.1,16,22,3.91
426,Dourbali,TD,2021-09-22 21:22:07,11.8091,15.8632,74.77,81,100,4.43
427,Westport,US,2021-09-22 21:17:47,41.1415,-73.3579,79.29,86,20,1.99
428,Altos,BR,2021-09-22 21:22:08,-5.0381,-42.46,95.31,26,81,4.16
429,Scarborough,GB,2021-09-22 21:22:08,54.2797,-0.4044,61.52,79,36,4.0
430,Semporna,MY,2021-09-22 21:22:09,4.4818,118.6112,75.4,84,99,3.69
431,Bongandanga,CD,2021-09-22 21:22:09,1.5,21.05,69.78,98,100,3.98
432,Korablino,RU,2021-09-22 21:22:09,53.9164,40.0133,49.93,95,87,3.09
433,Cleveland,US,2021-09-22 21:22:10,41.4995,-81.6954,67.55,95,90,27.63
434,Rincon,US,2021-09-22 21:20:32,32.296,-81.2354,87.91,75,75,16.11
435,Ikalamavony,MG,2021-09-22 21:22:10,-21.15,46.5833,67.3,69,57,5.3
436,Iskateley,RU,2021-09-22 21:22:11,67.6803,53.1512,36.36,83,0,7.94
437,Hamilton,US,2021-09-22 21:20:15,39.1834,-84.5333,58.75,95,90,4.0
438,Saint-Pierre,RE,2021-09-22 21:22:11,-21.3393,55.4781,67.64,71,75,5.75
439,Tilichiki,RU,2021-09-22 21:22:11,60.4667,166.1,43.54,90,100,3.24
440,Bose,IT,2021-09-22 21:22:12,45.4612,8.0137,65.21,86,97,3.8
441,Zhongxing,CN,2021-09-22 21:22:12,33.7039,118.6792,71.53,91,99,6.62
442,Karratha,AU,2021-09-22 21:22:12,-20.7377,116.8463,79.05,26,100,7.36
443,Sibu,MY,2021-09-22 21:22:13,2.3,111.8167,75.51,94,20,2.3
444,Nihommatsu,JP,2021-09-22 21:22:13,37.5833,140.4333,65.57,65,85,2.8
445,Karpogory,RU,2021-09-22 21:22:13,64.0019,44.4451,36.05,91,7,5.19
446,Yendi,GH,2021-09-22 21:22:14,9.4427,-0.0099,73.45,91,99,4.9
447,Baker City,US,2021-09-22 21:21:19,44.7749,-117.8344,76.71,27,1,5.75
448,Tokur,RU,2021-09-22 21:22:14,53.1333,132.9,28.69,84,0,2.42
449,Kakinada,IN,2021-09-22 21:22:15,16.9333,82.2167,78.1,85,100,3.94
450,Vestmannaeyjar,IS,2021-09-22 21:22:15,63.4427,-20.2734,42.73,63,17,14.23
451,Xining,CN,2021-09-22 21:22:16,36.6167,101.7667,48.56,81,1,2.8
452,Sovetskiy,RU,2021-09-22 21:22:16,61.3614,63.5842,40.44,83,100,4.21
453,Maraa,BR,2021-09-22 21:22:16,-1.8333,-65.3667,86.47,61,90,3.44
454,Hervey Bay,AU,2021-09-22 21:22:17,-25.2986,152.8535,59.11,78,1,9.91
455,Londrina,BR,2021-09-22 21:22:17,-23.3103,-51.1628,73.06,40,0,14.97
456,Aykhal,RU,2021-09-22 21:22:17,66.0,111.5,31.3,82,72,5.44
457,Uusikaupunki,FI,2021-09-22 21:22:18,60.8004,21.4084,45.12,79,100,16.33
458,Hovd,MN,2021-09-22 21:22:18,48.0056,91.6419,41.74,28,86,4.83
459,Nesbyen,NO,2021-09-22 21:22:15,60.5681,9.1027,58.01,80,100,7.31
460,Byron Bay,AU,2021-09-22 21:22:19,-28.65,153.6167,60.75,74,26,7.49
461,Srednekolymsk,RU,2021-09-22 21:22:19,67.45,153.6833,31.28,62,53,4.76
462,Ca Mau,VN,2021-09-22 21:19:23,9.1769,105.15,78.33,87,100,3.78
463,Petropavlovsk-Kamchatskiy,RU,2021-09-22 21:22:20,53.0452,158.6483,34.39,93,0,8.95
464,Marzuq,YE,2021-09-22 21:22:21,14.4,46.4667,79.16,53,77,1.61
465,Cayenne,GF,2021-09-22 21:22:21,4.9333,-52.3333,84.24,80,0,3.0
466,San Cristobal,VE,2021-09-22 21:22:21,7.7669,-72.225,82.58,54,73,6.02
467,Mongo,TD,2021-09-22 21:22:22,12.1844,18.693,79.45,73,100,8.75
468,Fare,PF,2021-09-22 21:22:22,-16.7,-151.0167,77.68,71,0,7.31
469,Burnie,AU,2021-09-22 21:22:23,-41.0667,145.9167,54.19,74,98,20.47
470,Ormara,PK,2021-09-22 21:22:23,25.2088,64.6357,79.65,89,79,4.21
471,Ankang,CN,2021-09-22 21:22:23,32.68,109.0172,68.9,82,96,1.01
472,Nemuro,JP,2021-09-22 21:22:24,43.3236,145.575,61.99,97,100,14.85
473,Aklavik,CA,2021-09-22 21:22:24,68.2191,-135.0107,38.12,79,100,13.78
474,Richmond West,US,2021-09-22 21:20:48,25.6105,-80.4297,77.02,88,20,3.44
475,Seoul,KR,2021-09-22 21:20:22,37.5683,126.9778,67.44,88,0,1.14
476,Port-Cartier,CA,2021-09-22 21:18:39,50.0334,-66.8654,62.92,76,94,3.67
477,Am Timan,TD,2021-09-22 21:22:25,11.0297,20.2827,74.01,88,100,6.02
478,Whithorn,JM,2021-09-22 21:22:25,18.2604,-78.0378,81.66,81,55,2.26
479,Mahibadhoo,MV,2021-09-22 21:21:16,3.7833,72.9667,83.21,75,98,13.76
480,Turzovka,SK,2021-09-22 21:22:25,49.4043,18.6226,47.39,93,75,1.14
481,Kimbe,PG,2021-09-22 21:22:26,-5.5502,150.1429,76.26,91,97,2.59
482,Ustka,PL,2021-09-22 21:22:26,54.5805,16.8619,53.78,91,66,10.89
483,Gushikawa,JP,2021-09-22 21:22:27,26.3544,127.8686,81.63,97,1,0.0
484,Palmer,US,2021-09-22 21:18:36,42.1584,-72.3287,77.07,74,75,3.0
485,Paragould,US,2021-09-22 21:22:27,36.0584,-90.4973,76.89,39,4,13.89
486,Robe,AU,2021-09-22 21:22:27,-37.1833,139.75,55.36,87,6,18.43
487,Kearney,US,2021-09-22 21:22:28,40.6995,-99.0815,77.58,30,1,5.99
488,Rodrigues Alves,BR,2021-09-22 21:22:28,-7.738,-72.6509,75.4,81,99,3.87
489,Maple Creek,CA,2021-09-22 21:19:54,49.9168,-109.4848,82.45,14,54,18.41
490,Saint-Paul,RE,2021-09-22 21:22:29,-21.0096,55.2707,68.09,71,38,1.23
491,Melilla,ES,2021-09-22 21:22:29,35.2937,-2.9383,73.6,88,75,9.22
492,Lianzhou,CN,2021-09-22 21:22:30,24.7811,112.3825,73.98,93,36,0.43
493,Atar,MR,2021-09-22 21:22:30,20.5169,-13.0499,96.04,14,0,7.63
494,Mayma,RU,2021-09-22 21:22:31,52.0197,85.9114,38.73,71,100,3.74
495,Loanda,AO,2021-09-22 21:22:31,-8.8368,13.2343,72.0,81,11,7.78
496,Hokitika,NZ,2021-09-22 21:22:32,-42.7167,170.9667,54.91,90,100,6.89
497,Kampot,KH,2021-09-22 21:22:32,10.6167,104.1833,78.85,85,100,7.85
498,Abalak,RU,2021-09-22 21:22:33,58.1286,68.5944,32.04,95,73,4.36
499,Ust-Nera,RU,2021-09-22 21:22:33,64.5667,143.2,35.58,68,62,4.56
500,Manta,EC,2021-09-22 21:22:34,-0.95,-80.7333,82.18,61,20,11.5
501,Perigueux,FR,2021-09-22 21:22:34,45.1833,0.7167,61.97,74,5,3.96
502,Williston,US,2021-09-22 21:22:34,48.147,-103.618,85.57,27,2,1.99
503,Ilongero,TZ,2021-09-22 21:22:35,-4.6667,34.8667,65.16,56,10,13.47
504,Hohhot,CN,2021-09-22 21:22:35,40.8106,111.6522,55.69,76,0,6.71
505,Zambezi,ZM,2021-09-22 21:22:36,-13.5432,23.1047,80.38,18,30,11.12
506,Moskovskiy,RU,2021-09-22 21:22:36,55.5991,37.355,45.5,96,90,4.47
507,Port Hardy,CA,2021-09-22 21:22:37,50.6996,-127.4199,59.18,67,20,13.8
508,Corinto,GR,2021-09-22 21:17:46,37.9407,22.9573,72.75,75,2,5.55
509,Diffa,NE,2021-09-22 21:22:37,13.3154,12.6113,79.75,57,100,5.19
510,Sakaiminato,JP,2021-09-22 21:22:38,35.55,133.2333,71.58,78,75,8.05
511,Terrace Bay,CA,2021-09-22 21:22:38,48.7834,-87.1,55.9,63,5,9.93
512,Marsh Harbour,BS,2021-09-22 21:19:20,26.5412,-77.0636,83.14,70,64,3.02
513,Kirovskiy,RU,2021-09-22 21:22:38,45.0917,133.5136,54.01,99,100,5.37
514,Davila,PH,2021-09-22 21:22:39,18.4726,120.5763,76.98,79,19,3.78
515,Lima,PE,2021-09-22 21:22:39,-12.0432,-77.0282,62.13,89,75,1.99
516,Betlitsa,RU,2021-09-22 21:22:40,54.0095,33.9588,40.66,97,100,3.4
517,Valparaiso,CL,2021-09-22 21:22:40,-33.0393,-71.6273,62.24,51,0,17.27
518,Xiangxiang,CN,2021-09-22 21:22:41,27.7333,112.5333,75.15,64,2,2.26
519,Livingston,GB,2021-09-22 21:22:41,55.9029,-3.5226,58.24,94,75,10.36
520,Barahona,DO,2021-09-22 21:22:41,18.2085,-71.1008,85.82,89,75,14.97
521,Mongu,ZM,2021-09-22 21:22:42,-15.2484,23.1274,80.47,19,21,11.99
522,George Town,MY,2021-09-22 21:17:57,5.4112,100.3354,79.9,80,20,4.61
523,Axim,GH,2021-09-22 21:22:42,4.8699,-2.2405,76.75,88,100,3.22
524,Cherdyn,RU,2021-09-22 21:22:43,60.403,56.4787,37.18,84,46,1.1
525,Kenai,US,2021-09-22 21:22:31,60.5544,-151.2583,45.03,51,20,11.5
526,Vanavara,RU,2021-09-22 21:22:43,60.34,102.2797,34.7,98,100,5.7
527,Santa Rosa,PH,2021-09-22 21:18:53,14.3122,121.1114,82.38,77,97,5.01
528,Ibra,OM,2021-09-22 21:22:44,22.6906,58.5334,85.86,48,46,4.79
529,Belmonte,BR,2021-09-22 21:22:44,-15.8631,-38.8828,73.9,80,97,18.01
530,Corona,US,2021-09-22 21:20:37,33.8753,-117.5664,107.62,29,1,11.5
531,Nome,US,2021-09-22 21:21:44,64.5011,-165.4064,37.47,57,75,0.0
532,Banamba,ML,2021-09-22 21:22:44,13.55,-7.45,77.38,74,50,8.95
533,Floro,NO,2021-09-22 21:22:46,61.5996,5.0328,50.97,87,90,11.5
534,Ketchikan,US,2021-09-22 21:18:28,55.3422,-131.6461,52.45,66,99,7.72
535,Bari,IT,2021-09-22 21:22:46,41.1177,16.8512,69.87,51,0,17.0
536,Surt,LY,2021-09-22 21:22:46,31.2089,16.5887,82.99,52,0,12.46
537,Grand-Lahou,CI,2021-09-22 21:22:46,5.1367,-5.0242,76.57,92,91,6.35
